st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
CH002,0,0,0,.,7-Jun,17,12,0.3428572,0.5666667,0.3087302,0.3548643,0.8954926,0.8158863,0,4,5,3,3,0,0,1,.,7-Apr,17,24,0.7058824,0.5666667,1.762518,1.422242,0.476545,0.4837678,1,Chhatarpur,,1,7,0,3,-1.254632,0,0,0,1,0,0
CH003,0,0,0,.,9-Aug,13,12,0.3428572,0.4333333,-0.18855,-0.164112,0.2336412,0.3181863,0,2,3,1,2,0,1,0,.,9-Aug,13,16,0.4571429,0.4333333,0.2112783,0.2624335,-0.6992428,-0.4824991,1,Chhatarpur,,1,8,0,3,-0.5490831,0,0,0,0,1,0
CH004,0,0,0,.,5-Apr,10,13,0.3714286,0.3333333,-1.816887,-1.992601,-1.333457,-1.273903,0,2,2,1,1,0,0,0,.,7-Apr,9,8,0.2352941,0.3,-1.064634,-0.7282056,-1.038831,-0.7861584,0,Chhatarpur,,1,5,0,3,-0.5490831,0,1,0,0,0,0
CH005,1,0,1,More than 4 hours,7-Jun,12,8,0.2285714,0.4,-0.5027009,-0.2924283,-0.1433985,-0.0486313,1,2,3,1,2,0,0,0,.,7-Apr,22,21,0.6176471,0.7333333,0.8421229,0.7401991,0.9616728,0.833806,0,Chhatarpur,,1,7,0,5,1.623184,0,0,0,1,0,0
CH007,1,0,0,1-2 hours,7-Jun,13,13,0.3714286,0.4333333,-0.2480848,-0.0927809,-0.2912408,-0.1828365,1,3,3,2,2,0,0,1,.,7-Apr,15,18,0.5294118,0.5,0.5905423,0.5618197,0.1579432,0.168713,1,Chhatarpur,,1,6,1,3,0.9292488,0,0,1,0,0,0
CH008,1,1,0,1-2 hours,7-Jun,11,12,0.3428572,0.3666667,-0.2452458,-0.1480916,-0.6442388,-0.4676304,1,2,2,2,2,0,0,1,.,7-Apr,18,18,0.5294118,0.6,0.3207136,0.3368312,0.6864438,0.621586,1,Chhatarpur,,1,6,0,3,1.4008,0,0,1,0,0,0
CH009,0,0,1,.,9-Aug,18,12,0.3428572,0.6,1.107318,1.051655,1.343401,1.175117,1,5,5,3,3,1,1,1,More than 4 hours,9-Aug,26,28,0.8,0.8666667,2.53848,2.056026,2.11345,1.94116,1,Chhatarpur,,1,8,0,2,2.451854,0,0,0,0,1,0
CH010,1,1,1,More than 4 hours,5-Apr,18,16,0.4571429,0.6,-0.0313513,0.0116966,0.1374554,0.1868428,1,4,4,2,2,1,0,0,Less than 1 hour,7-Apr,17,21,0.6176471,0.5666667,1.413651,1.1148,0.462588,0.4283893,1,Chhatarpur,,1,5,0,4,3.145789,0,1,0,0,0,0
CH011,0,0,0,.,9-Aug,6,10,0.2857143,0.2,-1.286034,-1.534852,-1.021852,-0.846348,0,1,1,1,1,0,0,1,.,9-Aug,13,12,0.3428572,0.4333333,-0.1583065,0.0023396,-0.3121848,-0.1730267,1,Chhatarpur,14,1,8,0,3,-3.643859,0,0,0,0,1,0
CH012,0,1,1,.,7-Jun,14,9,0.2571429,0.4666667,-0.4106451,-0.211944,0.0251007,0.0635906,1,2,3,2,2,0,1,0,.,7-Apr,8,15,0.4411765,0.2666667,0.006575,0.1008956,-0.9901786,-0.6761982,1,Chhatarpur,,1,7,1,5,-0.7125467,0,0,0,1,0,0
CH013,0,1,0,.,7-Jun,11,10,0.2857143,0.3666667,-0.3884715,-0.2331626,-0.6617668,-0.4524996,1,2,2,2,1,,,,.,,,,,,,,,,,Chhatarpur,,1,7,1,3,2.740864,0,0,0,1,0,0
CH014,1,1,1,More than 4 hours,7-Jun,6,12,0.3428572,0.2,-0.2948451,-0.1547808,-1.600502,-1.546183,1,3,1,2,1,1,0,0,Less than 1 hour,7-Apr,7,16,0.4705882,0.2333333,0.0874295,0.1963211,-1.31536,-1.531444,1,Chhatarpur,14,1,7,1,3,0.6448682,0,0,0,1,0,0
CH017,0,0,0,.,9-Aug,16,12,0.3428572,0.5333334,-0.0752516,-0.090613,0.8073058,0.7569565,0,2,4,1,3,1,0,0,More than 4 hours,9-Aug,21,12,0.3428572,0.7,-0.6428413,-0.388496,1.314011,1.156339,1,Chhatarpur,,1,9,0,3,1.623184,0,0,0,0,0,1
CH018,1,1,1,2-3 hours,7-Jun,9,14,0.4,0.3,-0.3053058,-0.1334708,-0.5862857,-0.3840477,1,2,3,2,2,1,1,1,More than 4 hours,7-Apr,23,14,0.4117647,0.7666667,-0.1327987,-0.0138134,1.227626,1.012974,1,Chhatarpur,,1,6,0,3,2.865857,0,0,1,0,0,0
CH019,1,1,1,More than 4 hours,7-Jun,15,12,0.3428572,0.5,-0.0311522,0.0115583,-0.0249996,0.0462446,1,3,4,2,2,0,0,1,.,7-Apr,18,13,0.3823529,0.6,-0.2466983,-0.0799066,0.3113194,0.3116343,1,Chhatarpur,,1,6,0,3,1.4008,0,0,1,0,0,0
CH020,1,1,1,More than 4 hours,7-Jun,9,8,0.2285714,0.3,-0.2428351,-0.1050946,-1.166882,-0.9337713,1,3,1,2,1,0,0,1,.,7-Apr,13,14,0.4117647,0.4333333,-0.0383458,0.0910993,-0.1835038,-0.0646196,1,Chhatarpur,,1,6,1,3,1.4008,0,0,1,0,0,0
CH021,1,1,1,More than 4 hours,7-Jun,19,13,0.3714286,0.6333333,0.4116994,0.5235931,1.002242,0.8818568,1,4,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,,1,7,1,1,0.9292488,0,0,0,1,0,0
CH022,1,1,1,More than 4 hours,7-Jun,19,13,0.3714286,0.6333333,0.6651228,0.6161581,1.147762,0.9503343,1,5,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,,1,7,1,3,1.4008,0,0,0,1,0,0
CH023,0,0,0,.,9-Aug,20,20,0.5714286,0.6666667,1.944501,1.560062,1.715222,1.450659,0,5,5,3,3,1,0,0,1-2 hours,9-Aug,24,21,0.6,0.8,1.711166,1.326779,1.831891,1.665338,1,Chhatarpur,,1,8,0,2,1.690992,0,0,0,0,1,0
CH024,1,0,1,1-2 hours,9-Aug,24,19,0.5428572,0.8,2.258174,1.811571,2.227281,1.831473,1,5,5,3,3,1,0,1,More than 4 hours,9-Aug,27,30,0.8571429,0.9,3.246936,2.532761,2.560951,2.44854,1,Chhatarpur,,1,8,0,5,3.907531,0,0,0,0,1,0
CH025,0,0,0,.,9-Aug,15,7,0.2,0.5,-0.3334596,-0.1896058,-0.045132,-0.1970696,0,2,2,1,1,0,0,1,.,9-Aug,15,20,0.5714286,0.5,1.365323,1.094849,0.1180601,0.145104,1,Chhatarpur,,1,8,1,5,1.4008,0,0,0,0,1,0
CH026,0,0,0,.,7-Jun,14,5,0.1428571,0.4666667,-1.701389,-1.342558,-0.2224923,-0.1541843,0,1,3,1,2,0,0,1,.,7-Apr,19,19,0.5588235,0.6333333,0.229631,0.2614227,0.9107382,0.8093495,1,Chhatarpur,,1,6,0,3,0.6448682,0,0,1,0,0,0
CH027,0,0,0,.,9-Aug,20,17,0.4857143,0.6666667,1.681259,1.394471,1.776162,1.484224,0,5,5,3,3,1,0,0,More than 4 hours,9-Aug,22,21,0.6,0.7333333,1.614076,1.265898,1.462353,1.271236,1,Chhatarpur,,1,8,0,3,3.61734,0,0,0,0,1,0
CH028,1,1,1,More than 4 hours,9-Aug,17,15,0.4285714,0.5666667,0.6880817,0.7364424,1.239054,1.037483,1,3,4,2,3,0,0,1,.,9-Aug,23,16,0.4571429,0.7666667,0.491299,0.4997033,1.642594,1.438525,1,Chhatarpur,13,1,9,0,3,1.623184,0,0,0,0,0,1
CH029,0,0,1,.,9-Aug,26,10,0.2857143,0.8666667,0.5466345,0.5788286,2.626254,2.323537,1,4,5,3,3,1,0,0,1-2 hours,9-Aug,28,32,0.9142857,0.9333333,3.702044,3.088634,2.99837,3.0151,1,Chhatarpur,,1,8,1,4,0.1940679,0,0,0,0,1,0
CH031,1,1,0,2-3 hours,9-Aug,18,8,0.2285714,0.6,0.3826075,0.3862831,1.186119,1.03693,1,3,5,2,3,1,0,0,Less than 1 hour,9-Aug,24,23,0.6571429,0.8,1.715809,1.355634,1.932281,1.786887,1,Chhatarpur,,1,8,0,3,0.6952515,0,0,0,0,1,0
CH032,1,1,1,1-2 hours,7-Jun,21,13,0.3714286,0.7,0.59364,0.5708055,1.43069,1.208786,1,5,5,3,3,0,0,1,.,7-Apr,21,23,0.6764706,0.7,1.554163,1.213454,1.210585,1.03842,1,Chhatarpur,,1,6,1,5,0.9292488,0,0,1,0,0,0
CH033,1,0,1,1-2 hours,9-Aug,16,13,0.3714286,0.5333334,1.073378,1.110162,1.219122,1.060813,1,5,5,3,3,1,0,0,3-4 hours,9-Aug,23,30,0.8571429,0.7666667,3.148949,2.578151,1.340304,1.231115,1,Chhatarpur,,1,8,0,3,1.4008,0,0,0,0,1,0
CH034,1,1,1,1-2 hours,9-Aug,20,11,0.3142857,0.6666667,0.3754769,0.4170584,1.747529,1.453248,1,3,5,2,3,1,0,0,More than 4 hours,9-Aug,23,20,0.5714286,0.7666667,1.183271,0.960892,1.62938,1.438525,1,Chhatarpur,,1,8,0,3,2.824754,0,0,0,0,1,0
CH035,1,1,0,More than 4 hours,7-Jun,16,8,0.2285714,0.5333334,-1.221029,-0.8237337,0.2686754,0.3108561,1,1,4,1,3,1,0,0,More than 4 hours,7-Apr,21,16,0.4705882,0.7,0.2202518,0.2850793,0.7136423,0.6029392,1,Chhatarpur,,1,6,0,1,2.824754,0,0,1,0,0,0
CH037,0,0,0,.,5-Apr,16,10,0.2857143,0.5333334,-0.5399377,-0.2674942,-0.2986325,-0.2809103,0,2,2,1,1,1,0,1,More than 4 hours,7-Apr,15,26,0.7647059,0.5,2.144656,1.667328,0.0646524,0.1302738,1,Chhatarpur,,1,8,1,3,1.623184,0,0,0,0,1,0
CH038,0,0,1,.,9-Aug,21,12,0.3428572,0.7,0.6785432,0.783353,1.895928,1.639274,1,4,5,3,3,0,0,1,.,9-Aug,20,27,0.7714286,0.6666667,2.491248,2.057457,0.741094,0.6584395,1,Chhatarpur,,1,8,1,3,3.124324,0,0,0,0,1,0
CH039,0,0,0,.,9-Aug,7,8,0.2285714,0.2333333,-0.2739995,-0.1489977,-0.6539015,-0.4989915,0,2,1,1,1,1,1,0,More than 4 hours,9-Aug,22,16,0.4571429,0.7333333,0.1228965,0.2073874,1.38734,1.168153,1,Chhatarpur,,1,8,0,5,2.171922,0,0,0,0,1,0
CH040,1,1,1,More than 4 hours,9-Aug,20,12,0.3428572,0.6666667,0.4308462,0.4102532,1.569831,1.31038,1,3,5,2,3,1,0,0,3-4 hours,9-Aug,25,22,0.6285715,0.8333333,1.740576,1.389513,2.106995,1.962078,1,Chhatarpur,,1,9,1,3,0.9292488,0,0,0,0,0,1
CH041,1,0,0,Less than 1 hour,9-Aug,14,13,0.3714286,0.4666667,0.4005888,0.4650773,0.6438064,0.6388294,1,3,4,2,2,,,,.,,,,,,,,,,,Chhatarpur,,1,9,1,4,4.776124,0,0,0,0,0,1
CH042,1,0,1,1-2 hours,9-Aug,11,10,0.2857143,0.3666667,-0.3158388,-0.1904051,0.2519577,0.3345,1,2,3,1,2,1,0,1,1-2 hours,9-Aug,21,23,0.6571429,0.7,1.938341,1.535608,1.027364,0.8981624,1,Chhatarpur,,1,9,1,3,1.623184,0,0,0,0,0,1
CH043,0,0,1,.,5-Apr,5,5,0.1428571,0.1666667,-2.014539,-2.546274,-2.117727,-3.818705,1,1,1,1,1,1,0,0,1-2 hours,7-Apr,12,13,0.3823529,0.4,-0.7587919,-0.5381118,-0.802985,-0.5849808,1,Chhatarpur,,1,5,0,1,-0.5322324,0,1,0,0,0,0
CH046,1,1,0,1-2 hours,7-Jun,13,12,0.3428572,0.4333333,0.1209898,0.1131503,-0.2412807,-0.114113,1,3,3,2,2,1,0,0,1-2 hours,7-Apr,20,10,0.2941177,0.6666667,-0.5038546,-0.2294156,0.4536443,0.4025014,1,Chhatarpur,,1,6,0,5,-1.503188,0,0,1,0,0,0
CH047,0,0,0,.,9-Aug,26,14,0.4,0.8666667,0.6815663,0.6753582,2.489951,2.095032,0,4,5,3,3,0,0,0,.,9-Aug,26,31,0.8857143,0.8666667,3.467128,2.727595,2.45943,2.403915,0,Chhatarpur,12,1,8,1,2,0.6332543,0,0,0,0,1,0
CH048,0,0,0,.,7-Jun,24,13,0.3714286,0.8,0.3665865,0.4083771,2.138793,1.781349,0,4,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,,1,6,1,3,3.43598,0,0,1,0,0,0
CH049,0,0,0,.,7-Jun,15,12,0.3428572,0.5,0.1152448,0.081735,0.3381313,0.3619251,0,3,4,2,3,,,,.,,,,,,,,,,,Chhatarpur,10,1,6,0,4,0.9292488,0,0,1,0,0,0
CH050,1,0,0,More than 4 hours,9-Aug,10,12,0.3428572,0.3333333,0.6621184,0.6328717,-0.0160751,0.1038528,1,3,2,2,1,1,0,0,More than 4 hours,9-Aug,14,16,0.4571429,0.4666667,0.5631166,0.5191536,-0.0322884,0.0460924,1,Chhatarpur,,1,9,0,5,1.4008,0,0,0,0,0,1
CH051,0,0,0,.,7-Jun,16,9,0.2571429,0.5333334,-0.090036,0.0569991,0.6207757,0.5430967,0,3,4,2,3,0,0,1,.,7-Apr,20,25,0.7352941,0.6666667,1.849353,1.498307,0.8330801,0.7141209,1,Chhatarpur,,1,7,1,3,-0.5814483,0,0,0,1,0,0
CH052,0,0,0,.,7-Jun,16,18,0.5142857,0.5333334,1.534441,1.24624,0.3814696,0.4026265,0,5,4,3,3,0,0,1,.,7-Apr,25,26,0.7647059,0.8333333,2.079576,1.626743,1.543074,1.35151,1,Chhatarpur,12,1,,1,3,1.21944,,,,,,
CH053,0,0,0,.,9-Aug,7,10,0.2857143,0.2333333,0.1232251,0.1597705,-1.266436,-1.191072,0,3,1,2,1,1,0,0,Less than 1 hour,9-Aug,17,16,0.4571429,0.5666667,0.7408011,0.6671936,0.2824208,0.2895181,1,Chhatarpur,14,1,8,0,3,0.1241006,0,0,0,0,1,0
CH054,0,0,1,.,7-Jun,15,15,0.4285714,0.5,0.8438006,0.7514184,0.1912882,0.2477415,1,5,4,3,3,0,0,1,.,7-Apr,20,25,0.7352941,0.6666667,1.977545,1.499141,0.9080049,0.8143274,1,Chhatarpur,,1,6,1,5,1.690992,0,0,1,0,0,0
CH055,0,0,1,.,9-Aug,16,12,0.3428572,0.5333334,0.9559876,0.8677728,0.6899921,0.6381032,1,4,4,3,2,0,0,1,.,9-Aug,20,24,0.6857143,0.6666667,1.847224,1.446074,0.997893,0.8718601,1,Chhatarpur,13,1,8,1,3,0.2236999,0,0,0,0,1,0
CH056,0,0,1,.,9-Aug,11,12,0.3428572,0.3666667,-0.3110595,-0.2189948,-0.4539603,-0.2743584,1,2,2,1,1,0,0,1,.,9-Aug,13,14,0.4,0.4333333,0.1617824,0.2225171,-0.0527983,0.0059865,1,Chhatarpur,14,1,8,0,3,1.690992,0,0,0,0,1,0
CH057,0,0,1,.,7-Jun,6,4,0.1142857,0.2,-2.421793,-3.591123,-1.639908,-1.426941,1,1,1,1,1,0,1,0,.,7-Apr,10,8,0.2352941,0.3333333,-1.517166,-1.864618,-1.110656,-0.7513109,1,Chhatarpur,11,1,6,0,3,0.9350592,0,0,1,0,0,0
CH058,0,0,0,.,9-Aug,15,10,0.2857143,0.5,0.3282892,0.41612,0.7117353,0.6805149,0,3,4,2,3,1,0,0,More than 4 hours,9-Aug,20,23,0.6571429,0.6666667,1.568989,1.258423,0.7649487,0.6450078,1,Chhatarpur,,1,8,1,3,1.623184,0,0,0,0,1,0
CH059,1,1,1,2-3 hours,9-Aug,14,14,0.4,0.4666667,1.478927,1.283606,0.7438454,0.7128145,1,5,4,3,3,0,0,1,.,9-Aug,21,22,0.6285715,0.7,1.583524,1.199977,0.7353266,0.6137277,1,Chhatarpur,,1,8,0,3,1.4008,0,0,0,0,1,0
CH060,0,0,0,.,9-Aug,3,7,0.2,0.1,-1.263681,-1.499849,-1.706715,-2.640503,0,1,1,1,1,0,0,0,.,9-Aug,19,11,0.3142857,0.6333333,-0.4476068,-0.2006681,0.5101743,0.4378714,0,Chhatarpur,,1,8,1,3,0.6332543,0,0,0,0,1,0
CH062,0,0,1,.,9-Aug,14,15,0.4285714,0.4666667,1.093623,1.024679,0.4732148,0.5082155,1,4,3,3,2,1,0,0,More than 4 hours,9-Aug,18,21,0.6,0.6,1.425533,1.130219,0.5548216,0.4916919,1,Chhatarpur,14,1,9,0,3,0.9292488,0,0,0,0,0,1
CH063,0,0,1,.,7-Jun,17,11,0.3142857,0.5666667,0.2673567,0.2479422,0.4784158,0.4422699,1,4,5,3,3,1,0,1,More than 4 hours,7-Apr,22,28,0.8235294,0.7333333,2.620722,2.041303,1.296218,1.106793,1,Chhatarpur,,1,6,1,3,0.5956523,0,0,1,0,0,0
CH064,0,0,0,.,7-Jun,11,11,0.3142857,0.3666667,0.2296023,0.2456489,-0.813726,-0.6416873,0,4,2,2,1,0,0,1,.,7-Apr,21,19,0.5588235,0.7,0.7838203,0.6473598,1.113426,0.9647541,1,Chhatarpur,,1,6,1,4,2.483578,0,0,1,0,0,0
CH065,1,0,0,More than 4 hours,9-Aug,16,12,0.3428572,0.5333334,1.041224,0.9047408,1.242203,1.091621,1,4,5,3,3,1,0,0,More than 4 hours,9-Aug,24,30,0.8571429,0.8,3.145838,2.554667,1.817535,1.616008,1,Chhatarpur,,1,9,1,3,-0.1736712,0,0,0,0,0,1
CH066,1,0,0,1-2 hours,9-Aug,21,15,0.4285714,0.7,1.275437,1.118547,1.627311,1.37129,1,4,5,3,3,1,0,0,More than 4 hours,9-Aug,23,25,0.7142857,0.7666667,2.28039,1.766658,1.562088,1.377782,1,Chhatarpur,,1,9,0,3,1.623184,0,0,0,0,0,1
CH067,1,0,0,More than 4 hours,9-Aug,20,15,0.4285714,0.6666667,1.2456,1.230749,1.695508,1.43919,1,5,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,14,1,9,1,5,1.389187,0,0,0,0,0,1
CH068,0,0,1,.,7-Jun,12,10,0.2857143,0.4,-0.1423099,-0.05008,-0.2519878,-0.1423011,1,3,3,2,2,1,0,0,.,7-Apr,6,11,0.3235294,0.2,-0.1583713,-0.0112175,-1.56416,-1.25478,1,Chhatarpur,11,1,6,1,3,-1.471592,0,0,1,0,0,0
CH069,0,0,1,.,7-Jun,10,8,0.2285714,0.3333333,-0.8893341,-0.5827089,-1.000544,-0.6993524,1,2,2,1,1,0,1,0,.,7-Apr,10,16,0.4705882,0.3333333,0.5767759,0.5037748,-1.122062,-0.8304471,1,Chhatarpur,12,1,6,1,3,2.094735,0,0,1,0,0,0
CH070,0,0,1,.,9-Aug,8,10,0.2857143,0.2666667,-0.9099942,-0.7640417,-0.2801324,-0.116236,1,1,2,1,1,0,0,1,.,9-Aug,16,18,0.5142857,0.5333334,0.2182069,0.2611234,0.0381116,0.0740593,1,Chhatarpur,16,1,9,1,3,0.2236999,0,0,0,0,0,1
CH073,1,0,0,More than 4 hours,7-Jun,5,6,0.1714286,0.1666667,-0.4908948,-0.2618688,-1.696744,-1.469459,1,2,1,1,1,0,0,1,.,7-Apr,6,10,0.2941177,0.2,-0.327345,-0.1374006,-1.490164,-1.249466,1,Chhatarpur,11,1,6,0,3,1.623184,0,0,1,0,0,0
CH075,0,0,0,.,9-Aug,10,5,0.1428571,0.3333333,-1.838642,-1.64884,0.2922734,0.3828761,0,1,3,1,2,0,1,0,.,9-Aug,21,9,0.2571429,0.7,-1.323807,-0.8835794,0.9111113,0.7816599,1,Chhatarpur,,1,8,0,3,1.623184,0,0,0,0,1,0
CH076,0,0,1,.,7-Jun,0,3,0.0857143,0,-1.656335,-1.2577,,,1,1,,1,,,,,.,,,,,,,,,,,Chhatarpur,12,1,6,1,5,2.130819,0,0,1,0,0,0
CH077,0,0,0,.,9-Aug,21,14,0.4,0.7,1.138166,1.069273,1.981284,1.659632,0,5,5,3,3,0,0,1,.,9-Aug,21,20,0.5714286,0.7,1.212583,1.010486,1.331781,1.146,1,Chhatarpur,14,1,8,1,3,3.072158,0,0,0,0,1,0
CH078,0,0,0,.,7-Jun,12,6,0.1714286,0.4,-1.274471,-0.7833674,-0.5397235,-0.3834274,0,1,2,1,1,1,0,0,1-2 hours,7-Apr,16,23,0.6764706,0.5333334,1.358508,1.0699,0.3633403,0.3748863,1,Chhatarpur,11,1,7,1,3,1.623184,0,0,0,1,0,0
CH079,0,0,0,.,9-Aug,21,15,0.4285714,0.7,1.31083,1.14928,1.794938,1.526509,0,5,5,3,3,0,0,0,.,9-Aug,25,24,0.6857143,0.8333333,1.875638,1.431731,2.06482,1.826327,0,Chhatarpur,,1,8,1,3,0.9292488,0,0,0,0,1,0
CH080,0,0,0,.,9-Aug,18,14,0.4,0.6,1.194154,1.09377,0.973499,0.8659189,0,5,4,3,3,0,0,1,.,9-Aug,17,18,0.5142857,0.5666667,0.9776235,0.8325344,0.6099827,0.5522205,1,Chhatarpur,14,1,8,0,3,-0.0606807,0,0,0,0,1,0
CH082,0,0,0,.,9-Aug,16,10,0.2857143,0.5333334,-0.4440573,-0.3128881,1.331543,1.16881,0,1,5,1,3,1,0,0,More than 4 hours,9-Aug,23,22,0.6285715,0.7666667,1.841848,1.459963,1.697634,1.576007,1,Chhatarpur,,1,8,1,3,-0.6318316,0,0,0,0,1,0
CH086,0,0,0,.,7-Jun,22,15,0.4285714,0.7333333,1.106899,0.9608006,1.679265,1.497705,0,5,5,3,3,0,0,0,.,7-Apr,27,28,0.8235294,0.9,2.520085,1.982476,2.374515,2.284994,0,Chhatarpur,,1,6,0,3,3.186892,0,0,1,0,0,0
CH087,0,0,1,.,9-Aug,11,8,0.2285714,0.3666667,-1.197419,-2.038622,0.0667823,0.2240274,1,1,2,1,2,1,0,0,3-4 hours,9-Aug,18,14,0.4,0.6,-0.3808199,-0.1800918,0.6415818,0.624581,1,Chhatarpur,16,1,9,1,3,2.865857,0,0,0,0,0,1
CH088,0,0,1,.,9-Aug,7,12,0.3428572,0.2333333,0.282717,0.264427,-0.5845584,-0.4428051,1,3,1,2,1,1,0,0,3-4 hours,9-Aug,20,19,0.5428572,0.6666667,0.931249,0.7936315,0.741944,0.669914,1,Chhatarpur,14,1,9,1,3,0.2236999,0,0,0,0,0,1
CH090,0,0,1,.,9-Aug,12,14,0.4,0.4,0.4766146,0.4385205,0.3579392,0.4750279,1,3,3,2,2,0,0,1,.,9-Aug,20,23,0.6571429,0.6666667,1.638034,1.320955,0.9959849,0.8510903,1,Chhatarpur,14,1,8,0,4,0.2236999,0,0,0,0,1,0
CH091,1,0,0,1-2 hours,9-Aug,14,12,0.3428572,0.4666667,0.5059116,0.5695379,0.563208,0.6260741,1,3,4,2,2,0,0,1,.,9-Aug,17,17,0.4857143,0.5666667,0.6818849,0.5832365,0.5441201,0.5113172,1,Chhatarpur,,1,9,0,3,0.9292488,0,0,0,0,0,1
CH093,0,0,0,.,9-Aug,10,13,0.3714286,0.3333333,1.116722,1.109083,0.0804977,0.2332222,0,5,3,3,2,1,0,0,More than 4 hours,9-Aug,20,17,0.4857143,0.6666667,0.9554822,0.805773,1.004967,0.8808782,1,Chhatarpur,,1,8,1,3,2.964509,0,0,0,0,1,0
CH095,0,0,1,.,9-Aug,10,7,0.2,0.3333333,-0.8504694,-0.5979818,-0.0496524,0.0642206,1,1,2,1,2,0,0,0,.,9-Aug,16,8,0.2285714,0.5333334,-0.8907654,-0.5457483,0.3361033,0.3304173,0,Chhatarpur,,1,8,1,5,1.623184,0,0,0,0,1,0
CH096,0,0,0,.,9-Aug,12,13,0.3714286,0.4,0.1967029,0.137921,0.4902341,0.528349,0,2,3,2,2,1,0,0,1-2 hours,9-Aug,22,18,0.5142857,0.7333333,1.029458,0.8021578,1.410151,1.242865,1,Chhatarpur,,1,9,0,3,2.094735,0,0,0,0,0,1
CH098,0,0,1,.,7-Jun,21,18,0.5142857,0.7,1.432919,1.102073,1.435675,1.176079,1,5,5,3,3,0,0,1,.,7-Apr,27,24,0.7058824,0.9,1.520644,1.182188,2.334035,2.169704,1,Chhatarpur,,1,6,1,3,0.1617027,0,0,1,0,0,0
CH099,0,0,0,.,7-Jun,14,10,0.2857143,0.4666667,-0.6943883,-0.4643167,0.1805652,0.1995142,0,2,4,1,3,0,0,0,.,7-Apr,17,12,0.3529412,0.5666667,-0.8999006,-0.5821508,0.4125012,0.4196334,0,Chhatarpur,11,1,6,0,4,0.2236999,0,0,1,0,0,0
CH100,0,0,0,.,9-Aug,11,14,0.4,0.3666667,0.9936985,1.014243,0.1202246,0.2495376,0,4,2,3,2,0,0,0,.,9-Aug,16,13,0.3714286,0.5333334,-0.2456018,-0.1058284,0.0486356,0.1040491,0,Chhatarpur,,1,9,1,1,2.384927,0,0,0,0,0,1
CH101,1,0,0,More than 4 hours,7-Jun,7,6,0.1714286,0.2333333,-1.919478,-1.497026,-1.437691,-1.15947,1,1,1,1,1,0,0,1,.,7-Apr,7,12,0.3529412,0.2333333,-0.3080314,-0.1308183,-1.151045,-0.8456187,1,Chhatarpur,,1,7,1,1,0.6448682,0,0,0,1,0,0
CH102,0,0,0,.,9-Aug,12,11,0.3142857,0.4,0.4411093,0.376324,-0.1055121,-0.060626,0,3,2,2,2,0,0,1,.,9-Aug,17,16,0.4571429,0.5666667,0.1773198,0.2164411,0.5448888,0.5157749,1,Chhatarpur,14,1,8,0,1,2.094735,0,0,0,0,1,0
CH103,1,0,0,More than 4 hours,9-Aug,17,13,0.3714286,0.5666667,1.3192,1.132501,1.538349,1.280405,1,5,5,3,3,0,0,1,.,9-Aug,24,24,0.6857143,0.8,1.851182,1.45388,1.712001,1.566293,1,Chhatarpur,,1,8,0,1,0.7276167,0,0,0,0,1,0
CH104,1,0,0,More than 4 hours,9-Aug,19,11,0.3142857,0.6333333,0.8249364,0.7947106,1.657165,1.420067,1,4,5,3,3,1,0,0,More than 4 hours,9-Aug,24,24,0.6857143,0.8,2.100187,1.633304,1.802693,1.67397,1,Chhatarpur,13,1,8,0,5,0.9292488,0,0,0,0,1,0
CH105,0,0,1,.,9-Aug,20,13,0.3714286,0.6666667,0.9485972,0.8931348,1.528662,1.325447,1,4,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,13,1,8,1,5,1.4008,0,0,0,0,1,0
CH106,0,0,0,.,7-Jun,4,9,0.2571429,0.1333333,-1.504222,-1.258331,-2.073483,-2.655266,0,1,1,1,1,,,,.,,,,,,,,,,,Chhatarpur,14,1,7,1,3,-1.720373,0,0,0,1,0,0
CH107,1,0,1,1-2 hours,7-Jun,13,11,0.3142857,0.4333333,0.1130556,0.1410823,-0.2985646,-0.1993041,1,3,3,2,2,1,0,0,More than 4 hours,7-Apr,9,12,0.3529412,0.3,-0.2674393,-0.0475852,-1.407894,-1.14599,1,Chhatarpur,11,1,6,1,4,0.9176349,0,0,1,0,0,0
